,bleu_score_Scientific_Literature,bleu_score_Finance,bleu_score_Entertainment
0,0.24844703060908832,0.2578849515035105,0.24787748165015389
1,0.2572492627540474,0.24288674882338196,0.26226734274679764
2,0.25423219859444784,0.2025961115742615,0.21383735311430374
3,0.2725996200258862,0.2379671226185834,0.258425315677317
4,0.12747352335341783,0.21273513249388007,0.22387247660458864
5,0.20639398515361077,0.22602229683029007,0.22975367646535996
6,0.23032516397819713,0.19566315843923937,0.2538325022239473
