,bleu_score_Scientific_Literature,bleu_score_Finance,bleu_score_Entertainment
0,0.19768960186753437,0.24118217510650375,0.23714099823097026
1,0.20217243229234083,0.23073603632879125,0.24353298011815738
2,0.25397889285390607,0.13525089398519166,0.25159103476172373
3,0.27384306481710013,0.2316448850399293,0.23976558120568414
4,0.14994004003346276,0.2348416122457234,0.23328690049126086
5,0.1814145403356276,0.2218015382427042,0.19693079056689786
6,0.25757936806386733,0.17884526566229111,0.23703231203968253
